City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,punta de bombon,-17.1717,-71.7931,19.640000000000043,80,18,1.69,PE,1670210567
279,natal,-5.795,-35.2094,25.120000000000005,78,40,3.6,BR,1670210567
280,sovetskiy,61.3614,63.5842,-13.909999999999968,98,100,0.46,RU,1670210568
281,asau,46.4333,26.4,-2.4899999999999523,98,100,1.57,RO,1670210568
282,margate,51.3813,1.3862,6.600000000000023,84,100,2.24,GB,1670210569
283,puerto escondido,15.85,-97.0667,24.46000000000004,73,0,3.6,MX,1670210569
284,ancud,-41.8697,-73.8203,13.050000000000011,92,100,5.19,CL,1670210569
285,potosi,-19.5836,-65.7531,3.550000000000012,94,100,1.11,BO,1670210570
286,batemans bay,-35.7167,150.1833,21.720000000000027,58,76,1.93,AU,1670210570
287,kongolo,-5.3833,27.0,19.720000000000027,99,100,0.42,CD,1670210571
288,victoria,22.2855,114.1577,19.58000000000004,74,100,5.81,HK,1670210277
289,sola,-13.8833,167.55,31.370000000000005,70,40,4.12,VU,1670210572
290,ueda,36.4,138.2667,6.1200000000000045,60,90,1.57,JP,1670210572
291,sangre grande,10.5835,-61.1177,24.54000000000002,91,26,0.82,TT,1670210549
292,digby,44.6169,-65.7655,0.8799999999999955,64,100,3.02,CA,1670210573
293,inhambane,-23.865,35.3833,26.99000000000001,89,75,4.12,MZ,1670210499
294,kaka,37.3482,59.6143,-2.0,50,14,1.41,TM,1670210574
295,lagoa,39.05,-27.9833,15.33000000000004,66,41,4.07,PT,1670210574
296,tahe,52.3333,124.7333,-14.629999999999995,62,92,2.73,CN,1670210575
297,olafsvik,64.8945,-23.7142,5.970000000000027,82,99,2.88,IS,1670210575
298,chapais,49.7834,-74.8492,-11.120000000000005,95,100,2.59,CA,1670210575
299,tual,-5.6667,132.75,28.24000000000001,72,84,2.56,ID,1670210576
300,beausejour,50.0622,-96.5167,-6.129999999999996,89,100,5.1,CA,1670210576
301,ust-koksa,50.2696,85.6108,-12.16999999999996,95,99,0.92,RU,1670210577
302,waddan,29.1614,16.139,18.390000000000043,27,3,2.8,LY,1670210577
303,itaituba,-4.2761,-55.9836,23.400000000000038,98,100,1.1,BR,1670210467
304,riberalta,-10.9833,-66.1,24.160000000000025,76,19,0.97,BO,1670210578
305,portland,45.5234,-122.6762,2.32000000000005,94,100,3.13,US,1670210524
306,kemi,65.8596,24.8228,-1.1299999999999957,74,100,4.63,FI,1670210579
307,madimba,-10.4,40.3333,24.5,84,22,1.99,TZ,1670210579
308,bud,39.447,-86.1758,0.0800000000000409,63,10,2.9,US,1670210579
309,port-gentil,-0.7193,8.7815,26.129999999999995,85,86,4.17,GA,1670210580
310,chinsali,-10.5414,32.0816,17.810000000000002,86,100,1.2,ZM,1670210581
311,turan,16.0678,108.2208,25.99000000000001,83,75,4.12,VN,1670210581
312,manitowoc,44.0667,-87.8001,-0.2999999999999545,66,0,0.89,US,1670210582
313,zhaotong,27.3167,103.7167,4.160000000000025,60,17,1.9,CN,1670210582
314,erzin,36.9559,36.2,13.07000000000005,58,47,1.71,TR,1670210583
315,khasan,42.4308,130.6434,-3.7999999999999545,38,0,6.92,RU,1670210583
316,aguada de pasajeros,22.385,-80.8508,19.83000000000004,76,1,3.03,CU,1670210584
317,pychas,56.5033,52.4409,-17.25999999999999,97,59,2.58,RU,1670210584
318,joshimath,30.5667,79.5667,12.110000000000014,16,1,1.7,IN,1670210585
319,terrace,54.5163,-128.6035,-9.049999999999956,57,0,11.32,CA,1670210585
320,sekondi,4.937,-1.7128,25.77000000000004,86,37,2.77,GH,1670210586
321,rezh,57.37,61.4043,-13.089999999999977,98,100,2.1,RU,1670210587
322,severodvinsk,64.5635,39.8302,-10.939999999999998,88,100,4.6,RU,1670210587
323,jablah,35.3614,35.9256,16.170000000000016,59,0,2.34,SY,1670210588
324,belaya gora,68.5333,146.4167,-33.869999999999976,98,99,1.76,RU,1670210588
325,freeport,40.6576,-73.5832,5.660000000000025,65,0,3.6,US,1670210589
326,arauca,7.0847,-70.7591,24.0,94,20,0.51,CO,1670210589
327,najran,17.4924,44.1277,11.360000000000014,53,0,0.53,SA,1670210590
328,bilibino,68.0546,166.4372,-30.789999999999964,98,89,2.28,RU,1670210590
329,sioux lookout,50.1001,-91.917,-8.95999999999998,86,100,2.57,CA,1670210591
330,san vicente,-26.6167,-54.1333,18.510000000000048,98,74,1.11,AR,1670210521
331,lata,40.1629,-8.3327,11.620000000000005,84,100,4.65,PT,1670210592
